family,sequence,version,file,status,lines,key_path_count,added_path_count,removed_path_count,added_top_level,removed_top_level,added_paths,removed_paths,sha256
LOG-CABIN-STANDARD-ENCRYPTION,1,0.1.0,LOG-CABIN-STANDARD-ENCRYPTION-Working-Draft-0.1.yaml,working-draft,41,31,31,0,canonical_path | classification | commands | conversion | definition | pdc_id | security | status | uuid | version,,canonical_path | classification | classification.log-by-default | classification.sap-by-default | classification.seed-vault-package-by-default | classification.solid_material | classification.tar-by-default | classification.tree-data-by-default | commands | commands[] | conversion | conversion.to-cabin-log | conversion.to-cabin-log.gains-log-identity-provenance-retention-and-sap-rules | conversion.to-cabin-log.separate-user-action | conversion.to-tar-log | conversion.to-tar-log.requires-log-classification-first | conversion.to-tar-log.separate-cabin-tap-or-spirit-action | conversion.to-tree-log | conversion.to-tree-log.separate-user-action | definition | definition.created_by | definition.standard_encrypted_file | pdc_id | security | security.cedar-retains-raw-password-or-recovery-secret | security.loss-of-recovery-material-may-make-file-inaccessible | security.user-must-control-recovery-material | security.uses-user-selected-ordinary-file-encryption | status | uuid | version,,fafde5e70523ef8855b9cab14de4ea69aaeeecbb4840d501fe94291e6ded078b
MAPLE-LOCAL-SAFEGUARDS,1,0.1.0,MAPLE-LOCAL-SAFEGUARDS-Working-Draft-0.1.yaml,working-draft,61,47,47,0,canonical_path | component_type | guarantees | owner_tree | pdc_id | role | security_status | status | uuid | version | with_cedar | without_cedar,,canonical_path | component_type | guarantees | guarantees.action_receipts | guarantees.encrypted_at_rest | guarantees.final_confirmation_for_high_risk_actions | guarantees.local_first_for_protected_data | guarantees.minimum_necessary_data_use | guarantees.no_silent_cross_forest_share | guarantees.no_silent_external_upload | guarantees.no_silent_permission_expansion | guarantees.no_silent_untrusted_code_activation | guarantees.protected_references_over_secret_copies | guarantees.provenance_and_classification | guarantees.purpose_specific_access | guarantees.reversible_changes_when_practical | guarantees.safe_expiration | guarantees.separate_data_permissions | guarantees.short_lived_task_capabilities | owner_tree | pdc_id | role | role.cedar_replacement | role.defense_focused_tree | role.primary_role | security_status | security_status.states | security_status.states[] | security_status.visible_to_user | status | uuid | version | with_cedar | with_cedar.cedar_may_oil_or_soak_eligible_material | with_cedar.cedar_may_quarantine_or_reject | with_cedar.cedar_may_read_molasses | with_cedar.cedar_protects_broader_forest | with_cedar.maple_manages_entrusted_data | with_cedar.mode | without_cedar | without_cedar.full_local_maple_capabilities_available | without_cedar.high_risk_molasses_confirmation | without_cedar.local_clearance_labels | without_cedar.local_clearance_labels[] | without_cedar.local_quarantine | without_cedar.mode | without_cedar.unknown_material_requires_review,,0134944667f1e450499326c8a563071d144e2b8b91b9deaf10bcce115af17193
MAPLE-MOLASSES,1,0.1.0,MAPLE-MOLASSES-Working-Draft-0.1.yaml,working-draft,52,42,42,0,assistance | binding | canonical_path | contents | fluid_type | high_risk_action | lifecycle | owner_tree | pdc_id | protection_grade | status | uuid | version,,assistance | assistance.other_tree_may_request_maple_help | assistance.requesting_tree_receives_only | assistance.requesting_tree_receives_only[] | binding | binding.authorized_maple_instance_id | binding.external_service_access | binding.local_forest_only | binding.maple_bound | binding.other_tree_may_absorb | binding.other_tree_may_index | binding.other_tree_may_inspect | binding.other_tree_may_learn_from | binding.remote_model_access | binding.sycamore_cross_forest_routing | canonical_path | contents | contents.long_term_authentication_secrets_allowed | contents.permanent_credentials_allowed | contents.prefer_protected_references_over_secret_copies | contents.private_keys_allowed | contents.recovery_codes_allowed | contents.use_minimum_task_scoped_information | fluid_type | high_risk_action | high_risk_action.action_receipt_required | high_risk_action.another_tree_request_is_never_sufficient | high_risk_action.direct_user_confirmation_immediately_before_submit | high_risk_action.service_native_authentication_required | high_risk_action.temporary_capabilities_expire_when_task_ends | high_risk_action.unattended_by_default | lifecycle | lifecycle.created_at | lifecycle.expires_at | lifecycle.protection_review_required_before_downgrade | lifecycle.task_id | owner_tree | pdc_id | protection_grade | status | uuid | version,,d39743d1a9068fa07a9eb620662dd8e7baa0a88e36354db9fd3ad7cddebe5b64
MAPLE-MOLASSES,2,0.2.0,MAPLE-MOLASSES-Working-Draft-0.2.yaml,working-draft,58,54,12,0,cedar_relationship | standalone_maple_protection,,cedar_relationship | cedar_relationship.cedar_may_enforce_boundary_without_reading | cedar_relationship.cedar_may_interpret_contents | cedar_relationship.cedar_may_own_contents | cedar_relationship.cedar_may_protect_surrounding_forest | cedar_relationship.cedar_may_read_contents | standalone_maple_protection | standalone_maple_protection.cedar_not_required_to_read_or_use_molasses | standalone_maple_protection.high_risk_confirmation_required | standalone_maple_protection.maple_local_safeguards_required | standalone_maple_protection.requires_healthy_local_maple_runtime | standalone_maple_protection.usable_without_cedar,,0980b89d1a54cabd68fe038b85568b8a90d49750a86547683123c5211bcdd31e
MAPLE-NOTES-INTEGRATION,1,0.1.0,MAPLE-NOTES-INTEGRATION-Working-Draft-0.1.yaml,working-draft,74,46,46,0,access_modes | canonical_path | classification | connectors | design | pdc_id | safety | status | syrup_and_preferences | uuid | version,,access_modes | access_modes[] | canonical_path | classification | classification.private_diaries_passwords_and_personal_details | classification.protected_personal_notes | classification.public_non_sensitive_notes | classification.user_goals_priorities_and_plans | connectors | connectors.app_specific | connectors.app_specific.approved_connectors | connectors.app_specific.approved_connectors[] | connectors.app_specific.enabled | connectors.generic_markdown | connectors.generic_markdown.enabled | connectors.generic_markdown.methods | connectors.generic_markdown.methods[] | connectors.obsidian | connectors.obsidian.enabled | connectors.obsidian.methods | connectors.obsidian.methods[] | connectors.obsidian.scopes | connectors.obsidian.scopes[] | connectors.obsidian.supports | connectors.obsidian.supports[] | design | design.broad_changes_require_preview_or_patch | design.local_first | design.note_access_enabled_by_default | design.preserve_native_note_structure | pdc_id | safety | safety.local_processing_preferred_for_sensitive_data | safety.protected_notes_external_access | safety.silent_delete | safety.silent_move_or_rename | safety.silent_overwrite | safety.tar_sap_requires_purpose_specific_local_access | status | syrup_and_preferences | syrup_and_preferences.note_data_requires_separate_include_toggle | syrup_and_preferences.prefer_patterns_structures_and_rules_over_raw_private_text | syrup_and_preferences.preference_learning_requires_permission | syrup_and_preferences.raw_private_text_requires_specific_user_request | uuid | version,,37d7d30a8ed1615ccb3da90bdb174008690fa78dcf887e9c2bd2b08cd3666bbe
MAPLE-PLUGIN-MOD-REGISTRY,1,0.1.0,MAPLE-PLUGIN-MOD-REGISTRY-Working-Draft-0.1.yaml,working-draft,110,93,93,0,canonical_path | entry_schema | organization | owner_tree | pdc_id | scope | status | suggestions | user_visible | uuid | version | warning_states,,canonical_path | entry_schema | entry_schema.addon_id | entry_schema.addon_type | entry_schema.cedar_review | entry_schema.cedar_review.findings | entry_schema.cedar_review.findings[] | entry_schema.cedar_review.mode | entry_schema.cedar_review.reviewed_at | entry_schema.cedar_review.state | entry_schema.compatibility_range | entry_schema.dependencies | entry_schema.dependencies[] | entry_schema.device_id | entry_schema.display_name | entry_schema.enabled | entry_schema.hashes | entry_schema.hashes[] | entry_schema.host_name | entry_schema.host_profile | entry_schema.host_type | entry_schema.host_version | entry_schema.installation_location | entry_schema.installed_version | entry_schema.last_update_check | entry_schema.latest_available_version | entry_schema.latest_compatible_version | entry_schema.management | entry_schema.management.check_updates_automatically | entry_schema.management.create_rollback_point | entry_schema.management.disable_when_incompatible | entry_schema.management.download_to_cedar_quarantine | entry_schema.management.install_cedar_cleared_updates_automatically | entry_schema.management.keep_current_version | entry_schema.management.monitor | entry_schema.management.notify_user | entry_schema.management.oil_updates_automatically | entry_schema.operating_system | entry_schema.publisher_or_maintainer | entry_schema.qube_or_vm | entry_schema.related_growth_rings | entry_schema.related_growth_rings[] | entry_schema.related_logs | entry_schema.related_logs[] | entry_schema.requested_permissions | entry_schema.requested_permissions[] | entry_schema.rollback_or_disable_method | entry_schema.signatures | entry_schema.signatures[] | entry_schema.soil_id | entry_schema.source_domain | entry_schema.source_url_or_repository | entry_schema.update_channel | entry_schema.warning_state | organization | organization.primary_groups | organization.primary_groups[] | owner_tree | pdc_id | scope | scope.approved_applications | scope.approved_applications[] | scope.approved_browsers_and_profiles | scope.approved_browsers_and_profiles[] | scope.approved_devices | scope.approved_devices[] | scope.approved_editors | scope.approved_editors[] | scope.approved_forest_trees | scope.approved_forest_trees[] | scope.approved_games_and_launchers | scope.approved_games_and_launchers[] | scope.approved_note_apps | scope.approved_note_apps[] | scope.approved_qubes_or_vms | scope.approved_qubes_or_vms[] | scope.approved_soil | scope.approved_soil[] | scope.approved_websites | scope.approved_websites[] | status | suggestions | suggestions.allowed_cedar_states | suggestions.allowed_cedar_states[] | suggestions.enabled | suggestions.may_enter_syrup_bucket | suggestions.specific_candidate_requires_cedar_review | suggestions.warning_must_be_shown_before_approval | user_visible | uuid | version | warning_states | warning_states[],,8c57093d520e443bd432b77e1966ff3b561361a79d0140480b92b533aa877519
MAPLE-PREFERENCE-PROFILE,1,0.1.0,MAPLE-PREFERENCE-PROFILE-Working-Draft-0.1.yaml,working-draft,66,66,66,0,canonical_path | categories | examples | pdc_id | policy | record_schema | status | user_id | uuid | version,,canonical_path | categories | categories.applications_tools_models_and_services | categories.applications_tools_models_and_services[] | categories.coding_and_technical | categories.coding_and_technical[] | categories.creative_media | categories.creative_media[] | categories.desktop_and_interface | categories.desktop_and_interface[] | categories.gaming_and_character_customization | categories.gaming_and_character_customization[] | categories.general | categories.general[] | categories.language_and_interaction | categories.language_and_interaction[] | categories.media_games_projects_and_collaboration | categories.media_games_projects_and_collaboration[] | categories.notes_and_organization | categories.notes_and_organization[] | categories.routines_automation_and_notifications | categories.routines_automation_and_notifications[] | categories.visual_and_color | categories.visual_and_color[] | examples | examples[] | examples[].preference | examples[].scope | examples[].suggested_color_codes | examples[].suggested_color_codes[] | pdc_id | policy | policy.enabled | policy.global_inferences_require_confirmation_when_high_impact | policy.local_first | policy.one_choice_never_becomes_permanent_automatically | policy.prefer_patterns_over_raw_activity_history | policy.user_may_view_correct_merge_pause_expire_or_remove | record_schema | record_schema.allowed_uses | record_schema.allowed_uses.current_task | record_schema.allowed_uses.fertilizer | record_schema.allowed_uses.suggestions | record_schema.allowed_uses.syrup | record_schema.allowed_uses.workflow_automation | record_schema.confidence | record_schema.context | record_schema.context[] | record_schema.expires_at | record_schema.first_observed | record_schema.frequency | record_schema.known_exceptions | record_schema.known_exceptions[] | record_schema.last_observed | record_schema.preference | record_schema.preference_id | record_schema.scope | record_schema.sensitive_source_content_stored | record_schema.source_category | record_schema.source_reference | record_schema.state | record_schema.user_confirmed | status | user_id | uuid | version,,f33e0b7976f0063ba2b7949ac49acc12223013e2f8725feaa277c6a06767bc6b
MAPLE-SETTINGS,1,0.1.0,MAPLE-SETTINGS-Working-Draft-0.1.yaml,working-draft,128,69,69,0,branches | canonical_path | forest_management | pdc_id | protected_data | role | status | syrup | uuid | version | workflow_observation,,branches | branches.coding | branches.coding.enabled | branches.forest_management | branches.forest_management.enabled | branches.image_editing | branches.image_editing.enabled | branches.image_editing.non_destructive_when_practical | branches.image_generation | branches.image_generation.enabled | branches.photo_editing | branches.photo_editing.enabled | branches.photo_editing.non_destructive_by_default | branches.video_editing | branches.video_editing.enabled | branches.video_editing.templates_and_presets | branches.video_generation | branches.video_generation.enabled | branches.workflow | branches.workflow.enabled | canonical_path | forest_management | forest_management.may | forest_management.may[] | forest_management.may_not | forest_management.may_not[] | pdc_id | protected_data | protected_data.sap_access | protected_data.sap_access.default | protected_data.sap_access.local_processing_preferred | protected_data.sunlight_access | protected_data.sunlight_access.enabled_by_default | protected_data.sunlight_access.purpose_specific_permission_required | protected_data.tar_sap_access | protected_data.tar_sap_access.cross_forest_access | protected_data.tar_sap_access.enabled_by_default | protected_data.tar_sap_access.external_service_access | protected_data.tar_sap_access.local_forest_only | protected_data.tar_sap_access.purpose_specific_permission_required | role | role.primary | role.primary[] | status | syrup | syrup.artifact_metadata | syrup.artifact_metadata[] | syrup.enabled | syrup.inherit_strongest_source_protection | syrup.local_only_when_derived_from_tar_sap | syrup.never_copy_private_source_text_unless_requested | syrup.prefer_patterns-structures-and-rules-over-raw-content | syrup.requires_separate_approval_when | syrup.requires_separate_approval_when[] | syrup.source_class | uuid | version | workflow_observation | workflow_observation.allowed_scopes | workflow_observation.allowed_scopes[] | workflow_observation.confirm_before_activate | workflow_observation.enabled_by_default | workflow_observation.local_only_by_default | workflow_observation.propose_before_create | workflow_observation.show | workflow_observation.show[] | workflow_observation.silent_file_editing | workflow_observation.silent_permission_changes | workflow_observation.silent_software_launch,,8da5916015977cebce6066bfb38fc9d1bde7b9434420297c6c588ff320b1d01b
MAPLE-SETTINGS,2,0.2.0,MAPLE-SETTINGS-Working-Draft-0.2.yaml,working-draft,498,377,308,0,cedar_approved_leaf_litter | data_permissions | elevated_workflow_permissions | leaf_litter_syrup_fuel | note_access | permission_profiles | preference_learning,,branches.notes_and_knowledge | branches.notes_and_knowledge.enabled | branches.notes_and_knowledge.local_first | branches.notes_and_knowledge.obsidian_features | branches.notes_and_knowledge.obsidian_features[] | branches.notes_and_knowledge.supported_sources | branches.notes_and_knowledge.supported_sources[] | branches.preference_learning | branches.preference_learning.enabled | branches.preference_learning.permission_controlled | cedar_approved_leaf_litter | cedar_approved_leaf_litter.cedar_safe_copy_or_derivative_required | cedar_approved_leaf_litter.direct_ordinary_leaf_litter_access | cedar_approved_leaf_litter.log_candidates | cedar_approved_leaf_litter.log_candidates[] | cedar_approved_leaf_litter.log_minimum_safe_summary_or_reference | cedar_approved_leaf_litter.never_auto_restore_execute_activate_or_share | cedar_approved_leaf_litter.sift_all_eligible_when_access_granted | data_permissions | data_permissions.blossoms | data_permissions.blossoms.allowed_scopes | data_permissions.blossoms.allowed_scopes[] | data_permissions.blossoms.allowed_sources | data_permissions.blossoms.allowed_sources[] | data_permissions.blossoms.include_in_fertilizer | data_permissions.blossoms.include_in_syrup | data_permissions.blossoms.inspect | data_permissions.blossoms.keep_safe_summary_or_reference_in_logs | data_permissions.blossoms.modify_when_supported | data_permissions.blossoms.receive | data_permissions.blossoms.share_outside_local_forest | data_permissions.blossoms.share_with_local_tree | data_permissions.blossoms.use_for_current_task | data_permissions.blossoms.use_for_preference_learning | data_permissions.blossoms.use_for_workflow_patterns | data_permissions.buds | data_permissions.buds.allowed_scopes | data_permissions.buds.allowed_scopes[] | data_permissions.buds.allowed_sources | data_permissions.buds.allowed_sources[] | data_permissions.buds.include_in_fertilizer | data_permissions.buds.include_in_syrup | data_permissions.buds.inspect | data_permissions.buds.keep_safe_summary_or_reference_in_logs | data_permissions.buds.modify_when_supported | data_permissions.buds.receive | data_permissions.buds.share_outside_local_forest | data_permissions.buds.share_with_local_tree | data_permissions.buds.use_for_current_task | data_permissions.buds.use_for_preference_learning | data_permissions.buds.use_for_workflow_patterns | data_permissions.fertilizer | data_permissions.fertilizer.allowed_scopes | data_permissions.fertilizer.allowed_scopes[] | data_permissions.fertilizer.allowed_sources | data_permissions.fertilizer.allowed_sources[] | data_permissions.fertilizer.include_in_fertilizer | data_permissions.fertilizer.include_in_syrup | data_permissions.fertilizer.inspect | data_permissions.fertilizer.keep_safe_summary_or_reference_in_logs | data_permissions.fertilizer.modify_when_supported | data_permissions.fertilizer.receive | data_permissions.fertilizer.share_outside_local_forest | data_permissions.fertilizer.share_with_local_tree | data_permissions.fertilizer.use_for_current_task | data_permissions.fertilizer.use_for_preference_learning | data_permissions.fertilizer.use_for_workflow_patterns | data_permissions.fruit | data_permissions.fruit.allowed_scopes | data_permissions.fruit.allowed_scopes[] | data_permissions.fruit.allowed_sources | data_permissions.fruit.allowed_sources[] | data_permissions.fruit.include_in_fertilizer | data_permissions.fruit.include_in_syrup | data_permissions.fruit.inspect | data_permissions.fruit.keep_safe_summary_or_reference_in_logs | data_permissions.fruit.modify_when_supported | data_permissions.fruit.receive | data_permissions.fruit.share_outside_local_forest | data_permissions.fruit.share_with_local_tree | data_permissions.fruit.use_for_current_task | data_permissions.fruit.use_for_preference_learning | data_permissions.fruit.use_for_workflow_patterns | data_permissions.general_fluids | data_permissions.general_fluids.allowed_scopes | data_permissions.general_fluids.allowed_scopes[] | data_permissions.general_fluids.allowed_sources | data_permissions.general_fluids.allowed_sources[] | data_permissions.general_fluids.include_in_fertilizer | data_permissions.general_fluids.include_in_syrup | data_permissions.general_fluids.inspect | data_permissions.general_fluids.keep_safe_summary_or_reference_in_logs | data_permissions.general_fluids.modify_when_supported | data_permissions.general_fluids.receive | data_permissions.general_fluids.share_outside_local_forest | data_permissions.general_fluids.share_with_local_tree | data_permissions.general_fluids.use_for_current_task | data_permissions.general_fluids.use_for_preference_learning | data_permissions.general_fluids.use_for_workflow_patterns | data_permissions.growth_rings | data_permissions.growth_rings.allowed_scopes | data_permissions.growth_rings.allowed_scopes[] | data_permissions.growth_rings.allowed_sources | data_permissions.growth_rings.allowed_sources[] | data_permissions.growth_rings.include_in_fertilizer | data_permissions.growth_rings.include_in_syrup | data_permissions.growth_rings.inspect | data_permissions.growth_rings.keep_safe_summary_or_reference_in_logs | data_permissions.growth_rings.modify_when_supported | data_permissions.growth_rings.receive | data_permissions.growth_rings.share_outside_local_forest | data_permissions.growth_rings.share_with_local_tree | data_permissions.growth_rings.use_for_current_task | data_permissions.growth_rings.use_for_preference_learning | data_permissions.growth_rings.use_for_workflow_patterns | data_permissions.leaf_litter | data_permissions.leaf_litter.allowed_scopes | data_permissions.leaf_litter.allowed_scopes[] | data_permissions.leaf_litter.allowed_sources | data_permissions.leaf_litter.allowed_sources[] | data_permissions.leaf_litter.include_in_fertilizer | data_permissions.leaf_litter.include_in_syrup | data_permissions.leaf_litter.inspect | data_permissions.leaf_litter.keep_safe_summary_or_reference_in_logs | data_permissions.leaf_litter.modify_when_supported | data_permissions.leaf_litter.receive | data_permissions.leaf_litter.share_outside_local_forest | data_permissions.leaf_litter.share_with_local_tree | data_permissions.leaf_litter.use_for_current_task | data_permissions.leaf_litter.use_for_preference_learning | data_permissions.leaf_litter.use_for_workflow_patterns | data_permissions.leaves | data_permissions.leaves.allowed_scopes | data_permissions.leaves.allowed_scopes[] | data_permissions.leaves.allowed_sources | data_permissions.leaves.allowed_sources[] | data_permissions.leaves.include_in_fertilizer | data_permissions.leaves.include_in_syrup | data_permissions.leaves.inspect | data_permissions.leaves.keep_safe_summary_or_reference_in_logs | data_permissions.leaves.modify_when_supported | data_permissions.leaves.receive | data_permissions.leaves.share_outside_local_forest | data_permissions.leaves.share_with_local_tree | data_permissions.leaves.use_for_current_task | data_permissions.leaves.use_for_preference_learning | data_permissions.leaves.use_for_workflow_patterns | data_permissions.logs | data_permissions.logs.allowed_scopes | data_permissions.logs.allowed_scopes[] | data_permissions.logs.allowed_sources | data_permissions.logs.allowed_sources[] | data_permissions.logs.include_in_fertilizer | data_permissions.logs.include_in_syrup | data_permissions.logs.inspect | data_permissions.logs.keep_safe_summary_or_reference_in_logs | data_permissions.logs.modify_when_supported | data_permissions.logs.receive | data_permissions.logs.share_outside_local_forest | data_permissions.logs.share_with_local_tree | data_permissions.logs.use_for_current_task | data_permissions.logs.use_for_preference_learning | data_permissions.logs.use_for_workflow_patterns | data_permissions.sap | data_permissions.sap.allowed_scopes | data_permissions.sap.allowed_scopes[] | data_permissions.sap.allowed_sources | data_permissions.sap.allowed_sources[] | data_permissions.sap.include_in_fertilizer | data_permissions.sap.include_in_syrup | data_permissions.sap.inspect | data_permissions.sap.keep_safe_summary_or_reference_in_logs | data_permissions.sap.modify_when_supported | data_permissions.sap.receive | data_permissions.sap.share_outside_local_forest | data_permissions.sap.share_with_local_tree | data_permissions.sap.use_for_current_task | data_permissions.sap.use_for_preference_learning | data_permissions.sap.use_for_workflow_patterns | data_permissions.sunlight | data_permissions.sunlight.allowed_scopes | data_permissions.sunlight.allowed_scopes[] | data_permissions.sunlight.allowed_sources | data_permissions.sunlight.allowed_sources[] | data_permissions.sunlight.include_in_fertilizer | data_permissions.sunlight.include_in_syrup | data_permissions.sunlight.inspect | data_permissions.sunlight.keep_safe_summary_or_reference_in_logs | data_permissions.sunlight.modify_when_supported | data_permissions.sunlight.receive | data_permissions.sunlight.share_outside_local_forest | data_permissions.sunlight.share_with_local_tree | data_permissions.sunlight.use_for_current_task | data_permissions.sunlight.use_for_preference_learning | data_permissions.sunlight.use_for_workflow_patterns | data_permissions.syrup | data_permissions.syrup.allowed_scopes | data_permissions.syrup.allowed_scopes[] | data_permissions.syrup.allowed_sources | data_permissions.syrup.allowed_sources[] | data_permissions.syrup.include_in_fertilizer | data_permissions.syrup.include_in_syrup | data_permissions.syrup.inspect | data_permissions.syrup.keep_safe_summary_or_reference_in_logs | data_permissions.syrup.modify_when_supported | data_permissions.syrup.receive | data_permissions.syrup.share_outside_local_forest | data_permissions.syrup.share_with_local_tree | data_permissions.syrup.use_for_current_task | data_permissions.syrup.use_for_preference_learning | data_permissions.syrup.use_for_workflow_patterns | data_permissions.tar_sap | data_permissions.tar_sap.allowed_scopes | data_permissions.tar_sap.allowed_scopes[] | data_permissions.tar_sap.allowed_sources | data_permissions.tar_sap.allowed_sources[] | data_permissions.tar_sap.include_in_fertilizer | data_permissions.tar_sap.include_in_syrup | data_permissions.tar_sap.inspect | data_permissions.tar_sap.keep_safe_summary_or_reference_in_logs | data_permissions.tar_sap.modify_when_supported | data_permissions.tar_sap.receive | data_permissions.tar_sap.share_outside_local_forest | data_permissions.tar_sap.share_with_local_tree | data_permissions.tar_sap.use_for_current_task | data_permissions.tar_sap.use_for_preference_learning | data_permissions.tar_sap.use_for_workflow_patterns | data_permissions.water | data_permissions.water.allowed_scopes | data_permissions.water.allowed_scopes[] | data_permissions.water.allowed_sources | data_permissions.water.allowed_sources[] | data_permissions.water.include_in_fertilizer | data_permissions.water.include_in_syrup | data_permissions.water.inspect | data_permissions.water.keep_safe_summary_or_reference_in_logs | data_permissions.water.modify_when_supported | data_permissions.water.receive | data_permissions.water.share_outside_local_forest | data_permissions.water.share_with_local_tree | data_permissions.water.use_for_current_task | data_permissions.water.use_for_preference_learning | data_permissions.water.use_for_workflow_patterns | elevated_workflow_permissions | elevated_workflow_permissions.allow_exclusions | elevated_workflow_permissions.does_not_override | elevated_workflow_permissions.does_not_override[] | elevated_workflow_permissions.enabled_by_default | elevated_workflow_permissions.meaning | elevated_workflow_permissions.one_action_revoke | elevated_workflow_permissions.show_summary_before_enabling | elevated_workflow_permissions.tar_sap_prompt | elevated_workflow_permissions.tar_sap_prompt.choices | elevated_workflow_permissions.tar_sap_prompt.choices[] | elevated_workflow_permissions.tar_sap_prompt.include_silently | elevated_workflow_permissions.tar_sap_prompt.local_forest_only | elevated_workflow_permissions.tar_sap_prompt.purpose_specific | elevated_workflow_permissions.ui_toggle | leaf_litter_syrup_fuel | leaf_litter_syrup_fuel.activation_requires_review_when | leaf_litter_syrup_fuel.activation_requires_review_when[] | leaf_litter_syrup_fuel.enabled_by_default | leaf_litter_syrup_fuel.may_auto_create | leaf_litter_syrup_fuel.may_auto_create[] | leaf_litter_syrup_fuel.preserve_cedar_safety_state | leaf_litter_syrup_fuel.preserve_origin_and_provenance | leaf_litter_syrup_fuel.scope_options | leaf_litter_syrup_fuel.scope_options[] | note_access | note_access.broad_change_preview_required | note_access.enabled_by_default | note_access.local_processing_preferred | note_access.modes | note_access.modes[] | note_access.protected_notes_external_access | note_access.scopes | note_access.scopes[] | note_access.silent_delete | note_access.silent_move_or_rename | note_access.silent_overwrite | permission_profiles | permission_profiles.creative_studio | permission_profiles.custom | permission_profiles.developer_studio | permission_profiles.elevated_workflow | permission_profiles.focused | permission_profiles.forest_steward | permission_profiles.notes_and_knowledge | permission_profiles.preference_learning | permission_profiles.tar_sap_never_added_silently | preference_learning | preference_learning.categories | preference_learning.categories[] | preference_learning.enabled_by_default | preference_learning.explicit_preference_offer_to_save | preference_learning.high_impact_global_inference_requires_confirmation | preference_learning.may_suggest_general_styles-tools-workflows-and-configurations | preference_learning.may_suggest_hex_color_codes | preference_learning.one-choice_never_becomes_permanent_automatically | preference_learning.prefer_pattern_over_raw_activity_history | preference_learning.preference_scopes | preference_learning.preference_scopes[] | preference_learning.record_fields | preference_learning.record_fields[] | preference_learning.repeated_behavior_learning_requires_observation_permission | preference_learning.sources | preference_learning.sources[] | preference_learning.view_correct_merge_pause_expire_remove,,9fc068a96dcfa38d3a676a24dcfc8c9e59e08bb68e99fdebabb4f8902e5f8b88
MAPLE-SETTINGS,3,0.3.0,MAPLE-SETTINGS-Working-Draft-0.3.yaml,working-draft,615,433,56,0,automatic_syrup_feeding | discarded_syrup_reabsorption | syrup_bucket,,automatic_syrup_feeding | automatic_syrup_feeding.enabled_by_default | automatic_syrup_feeding.never_delete_or_replace | automatic_syrup_feeding.per_target_toggle | automatic_syrup_feeding.rule_fields | automatic_syrup_feeding.rule_fields[] | automatic_syrup_feeding.scopes | automatic_syrup_feeding.scopes[] | automatic_syrup_feeding.stop_for_health_states | automatic_syrup_feeding.stop_for_health_states[] | automatic_syrup_feeding.tar_sap_derived_syrup | automatic_syrup_feeding.tar_sap_derived_syrup.included_by_default | automatic_syrup_feeding.tar_sap_derived_syrup.requires_separate-purpose-specific-local-permission | automatic_syrup_feeding.target_types | automatic_syrup_feeding.target_types[] | data_permissions.syrup.automatic_feed_requires_per_tree_toggle | discarded_syrup_reabsorption | discarded_syrup_reabsorption.behavior | discarded_syrup_reabsorption.enabled_by_default | discarded_syrup_reabsorption.ignore_override_frequency | discarded_syrup_reabsorption.ignore_override_frequency.default | discarded_syrup_reabsorption.ignore_override_frequency.options | discarded_syrup_reabsorption.ignore_override_frequency.options[] | discarded_syrup_reabsorption.may_not_automatically | discarded_syrup_reabsorption.may_not_automatically[] | discarded_syrup_reabsorption.never_reabsorb | discarded_syrup_reabsorption.never_reabsorb.double_mark | discarded_syrup_reabsorption.never_reabsorb.double_mark[] | discarded_syrup_reabsorption.never_reabsorb.only_user_may_remove | discarded_syrup_reabsorption.never_reabsorb.overrides_ignore_override_frequency | discarded_syrup_reabsorption.never_reabsorb.user_controlled | discarded_syrup_reabsorption.revival_actions | discarded_syrup_reabsorption.revival_actions[] | discarded_syrup_reabsorption.ui_toggle | syrup.feeding_may_delete_or_replace | syrup.feeding_merge_mode | syrup.fluid_type | syrup.may_act_as_fertilizer | syrup.receiving_tree_compatibility_check_required | syrup.tar_sap_derived_feeding_requires_separate_local_permission | syrup_bucket | syrup_bucket.enabled | syrup_bucket.removal | syrup_bucket.removal.exclude_from_automatic_syrup_generation | syrup_bucket.removal.exclude_from_normal_suggestions | syrup_bucket.removal.exclude_from_preference_learning | syrup_bucket.removal.exclude_from_tree_feeding | syrup_bucket.removal.mark_maple_ignore | syrup_bucket.removal.move_bucket_entry_and_maple_working_material_to_leaf_litter | syrup_bucket.removal.move_or_delete_original_source | syrup_bucket.removal.retain_minimum_safe_discard_reason | syrup_bucket.show | syrup_bucket.show[] | syrup_bucket.states | syrup_bucket.states[] | syrup_bucket.user_visible,,89af2e919218e8b5efa1dc49722e050f1667ebf7d1c4726a0949306e81b7beeb
